cntry,age,ageg10,ageg05,religion,religion03,religion06,pvLIT,pvNUM,pvPSL,wageh
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,313.6677,371.6347,293.9345,52.02
ISR,44,35-44,40-44,Jewish,Jewish,Jewish_Haredim,330.3315,329.9136,283.621,-1
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,285.6419,273.3941,277.508,37.43
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,212.6631,207.8893,251.3979,-1
ISR,33,25-34,30-34,Jewish,Jewish,Jewish_Haredim,262.06,245.7379,,57.8
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,187.8553,155.1301,143.3805,23
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,221.2808,214.9631,,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,286.2329,273.1787,232.8785,23
ISR,26,25-34,25-29,Jewish,Jewish,Jewish_Haredim,279.3471,301.0927,284.7549,-1
ISR,27,25-34,25-29,Jewish,Jewish,Jewish_Haredim,254.6426,269.8169,,37.5
ISR,23,16-24,20-24,Jewish,Jewish,Jewish,262.5911,261.3166,245.5128,30
ISR,29,25-34,25-29,Jewish,Jewish,Jewish_Haredim,320.6683,293.6441,,-1
ISR,56,55-65,55-59,Jewish,Jewish,Jewish,128.901,114.1729,,-1
ISR,30,25-34,30-34,Jewish,Jewish,Jewish_Haredim,295.6109,318.9918,306.2097,-1
ISR,27,25-34,25-29,Jewish,Jewish,Jewish_Haredim,278.4378,301.5286,265.1206,-1
ISR,41,35-44,40-44,Jewish,Jewish,Jewish_Haredim,218.075,219.2202,,119.77
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,195.8394,197.3713,179.649,32.91
ISR,35,35-44,35-39,Jewish,Jewish,Jewish_Haredim,276.502,277.8262,255.8285,47.84
ISR,32,25-34,30-34,Jewish,Jewish,Jewish_Haredim,288.4409,320.7138,292.9583,-1
ISR,19,16-24,16-19,Jewish,Jewish,Jewish_Haredim,304.4842,311.6133,287.4773,-1
ISR,33,25-34,30-34,Jewish,Jewish,Jewish_Haredim,299.4203,238.2388,,-1
ISR,26,25-34,25-29,Jewish,Jewish,Jewish_Haredim,329.278,315.0055,,14.45
ISR,29,25-34,25-29,Jewish,Jewish,Jewish_Haredim,315.2231,329.3805,301.8024,-1
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,312.5993,312.6219,288.8979,-1
ISR,44,35-44,40-44,Jewish,Jewish,Jewish_Haredim,302.2282,300.2912,286.4416,-1
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,348.1172,350.2264,343.447,92.49
ISR,60,55-65,60-65,Jewish,Jewish,Jewish,303.1323,306.3991,249.6221,-1
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,304.8617,328.4433,346.3574,-1
ISR,34,25-34,30-34,Jewish,Jewish,Jewish_Haredim,297.9253,324.0567,240.7581,-1
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,306.0554,313.3488,261.0389,37.43
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,305.3125,339.8658,352.0735,157.23
ISR,16,16-24,16-19,Jewish,Jewish,Jewish_Haredim,298.7333,335.4893,294.7363,-1
ISR,49,45-54,45-49,Jewish,Jewish,Jewish_Haredim,253.4849,231.0218,234.0349,-1
ISR,21,16-24,20-24,Jewish,Jewish,Jewish_Haredim,282.8001,290.0921,272.4404,38.54
ISR,46,45-54,45-49,Jewish,Jewish,Jewish_Haredim,267.2236,233.3304,259.9234,-1
ISR,52,45-54,50-54,Jewish,Jewish,Jewish_Haredim,257.119,279.3966,245.3155,46.24
ISR,16,16-24,16-19,Jewish,Jewish,Jewish_Haredim,239.0586,168.2446,,-1
ISR,27,25-34,25-29,Jewish,Jewish,Jewish_Haredim,282.5135,283.1652,215.0377,-1
ISR,37,35-44,35-39,Jewish,Jewish,Jewish_Haredim,306.1157,308.1349,277.2965,-1
ISR,35,35-44,35-39,Jewish,Jewish,Jewish_Haredim,267.8488,288.7829,203.5516,24.05
ISR,51,45-54,50-54,Jewish,Jewish,Jewish_Haredim,278.7762,309.9194,,23.12
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,264.087,282.5185,221.4606,-1
ISR,35,35-44,35-39,Jewish,Jewish,Jewish_Haredim,292.3795,312.4854,288.2968,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,238.9259,198.6615,259.2222,23
ISR,49,45-54,45-49,Jewish,Jewish,Jewish,269.6093,289.8435,308.22,51.33
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,250.7256,284.6513,327.2045,54.91
ISR,18,16-24,16-19,Jewish,Jewish,Jewish,151.8174,145.7247,219.5753,25
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,192.2745,201.7446,189.6093,41.29
ISR,42,35-44,40-44,Jewish,Jewish,Jewish,247.014,255.1793,244.4746,-1
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,297.9784,313.8673,319.1032,-1
ISR,23,16-24,20-24,Jewish,Jewish,Jewish_Haredim,318.4635,318.617,,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,262.0328,256.4466,268.9474,-1
ISR,46,45-54,45-49,Jewish,Jewish,Jewish,280.3299,277.1182,309.8686,26.97
ISR,22,16-24,20-24,Jewish,Jewish,Jewish_Haredim,305.2346,265.3405,307.726,-1
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,368.689,368.7617,375.0211,60.06
ISR,27,25-34,25-29,Jewish,Jewish,Jewish,242.5436,253.2131,246.4123,60.12
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,302.088,297.2743,294.763,69.36
ISR,24,16-24,20-24,Jewish,Jewish,Jewish_Haredim,281.5251,215.4383,,-1
ISR,63,55-65,60-65,Jewish,Jewish,Jewish,166.4635,173.1685,,27.75
ISR,29,25-34,25-29,Jewish,Jewish,Jewish_Haredim,229.8455,235.4246,201.5166,-1
ISR,42,35-44,40-44,Jewish,Jewish,Jewish,308.5969,291.9609,335.1506,23.08
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,269.3377,251.391,,-1
ISR,56,55-65,55-59,Jewish,Jewish,Jewish,197.5826,184.0475,154.5126,28.86
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,309.4043,335.5613,336.2924,40
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,238.8411,186.9643,,-1
ISR,40,35-44,40-44,Not_Classified,Not_Classified,Not_Classified,291.0559,215.3938,,-1
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,181.7032,200.0159,220.3296,23.8
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,263.2496,283.7843,216.9512,44.7
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,256.8737,277.6569,277.7376,
ISR,50,45-54,50-54,Jewish,Jewish,Jewish,241.3857,238.9337,255.4617,37.49
ISR,27,25-34,25-29,Jewish,Jewish,Jewish,329.4779,315.0646,351.2784,50
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,345.6627,355.1049,327.1253,83.24
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,254.094,227.3703,252.6563,33
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,285.1065,299.3567,308.3563,-1
ISR,58,55-65,55-59,Jewish,Jewish,Jewish,218.8061,181.1955,236.0084,28
ISR,42,35-44,40-44,Jewish,Jewish,Jewish_Haredim,299.0788,325.5806,291.7022,-1
ISR,18,16-24,16-19,Jewish,Jewish,Jewish_Haredim,294.0963,312.3301,328.5357,-1
ISR,30,25-34,30-34,Jewish,Jewish,Jewish_Haredim,251.3989,262.4324,253.2167,49
ISR,55,55-65,55-59,Jewish,Jewish,Jewish_Haredim,295.6778,300.4552,,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish_Haredim,316.9559,301.8548,300.2125,-1
ISR,21,16-24,20-24,Jewish,Jewish,Jewish_Haredim,250.5469,225.0059,227.131,24.86
ISR,49,45-54,45-49,Jewish,Jewish,Jewish_Haredim,353.3943,342.9671,,120.23
ISR,60,55-65,60-65,Jewish,Jewish,Jewish_Haredim,220.2547,225.9725,,26
ISR,22,16-24,20-24,Jewish,Jewish,Jewish_Haredim,231.9374,259.2395,262.4212,-1
ISR,53,45-54,50-54,Jewish,Jewish,Jewish_Haredim,203.0459,212.092,208.0357,-1
ISR,20,16-24,20-24,Jewish,Jewish,Jewish_Haredim,233.462,217.1457,238.2173,100
ISR,60,55-65,60-65,Jewish,Jewish,Jewish_Haredim,265.1681,264.5486,241.6603,52.02
ISR,23,16-24,20-24,Jewish,Jewish,Jewish_Haredim,222.6907,248.0282,233.9065,30
ISR,40,35-44,40-44,Jewish,Jewish,Jewish_Haredim,247.9155,288.7646,231.4074,-1
ISR,52,45-54,50-54,Jewish,Jewish,Jewish_Haredim,219.016,215.1791,184.1704,23
ISR,24,16-24,20-24,Jewish,Jewish,Jewish_Haredim,219.4534,158.9554,191.0174,23
ISR,36,35-44,35-39,Jewish,Jewish,Jewish_Haredim,295.8775,302.3135,232.9425,
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,314.4783,318.9191,335.5811,-1
ISR,18,16-24,16-19,Jewish,Jewish,Jewish_Haredim,206.1092,205.017,205.1184,-1
ISR,45,45-54,45-49,Jewish,Jewish,Jewish_Haredim,296.9655,278.3826,,-1
ISR,47,45-54,45-49,Jewish,Jewish,Jewish_Haredim,258.4576,258.6494,194.5198,115.61
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,266.1389,256.6934,214.3199,46.24
ISR,19,16-24,16-19,Jewish,Jewish,Jewish_Haredim,273.2723,259.9986,274.603,23.12
ISR,56,55-65,55-59,Jewish,Jewish,Jewish_Haredim,268.2598,256.851,276.7614,54.72
ISR,16,16-24,16-19,Jewish,Jewish,Jewish_Haredim,322.8397,324.3623,332.1075,-1
ISR,60,55-65,60-65,Jewish,Jewish,Jewish_Haredim,288.0023,328.386,326.9141,47.89
ISR,31,25-34,30-34,Jewish,Jewish,Jewish_Haredim,245.6022,282.8272,254.5248,-1
ISR,41,35-44,40-44,Jewish,Jewish,Jewish_Haredim,269.3008,240.4539,261.788,38.36
ISR,58,55-65,55-59,Jewish,Jewish,Jewish_Haredim,257.9148,276.0411,264.3521,-1
ISR,20,16-24,20-24,Jewish,Jewish,Jewish_Haredim,243.7995,256.3664,264.2847,-1
ISR,48,45-54,45-49,Jewish,Jewish,Jewish_Haredim,272.772,293.5514,257.6583,66.8
ISR,33,25-34,30-34,Moslems,Arab,Moslems,207.6869,217.0713,234.3448,-1
ISR,41,35-44,40-44,Moslems,Arab,Moslems,264.8329,261.3068,,64.74
ISR,38,35-44,35-39,Moslems,Arab,Moslems,206.4597,201.1282,207.4892,-1
ISR,19,16-24,16-19,Moslems,Arab,Moslems,188.7448,183.4016,,-1
ISR,39,35-44,35-39,Moslems,Arab,Moslems,253.7475,244.9372,,-1
ISR,25,25-34,25-29,Moslems,Arab,Moslems,245.0049,227.8068,,-1
ISR,26,25-34,25-29,Moslems,Arab,Moslems,97.7728,82.51036,,25.5
ISR,55,55-65,55-59,Moslems,Arab,Moslems,269.2337,277.1346,,32
ISR,58,55-65,55-59,Moslems,Arab,Moslems,298.0771,278.9855,,-1
ISR,23,16-24,20-24,Moslems,Arab,Moslems,195.3147,188.3916,,-1
ISR,28,25-34,25-29,Moslems,Arab,Moslems,214.3677,224.6944,248.9876,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,266.5423,224.7875,,-1
ISR,55,55-65,55-59,Moslems,Arab,Moslems,233.9851,228.1601,,-1
ISR,40,35-44,40-44,Moslems,Arab,Moslems,284.0107,287.2959,,27.75
ISR,37,35-44,35-39,Moslems,Arab,Moslems,205.5005,182.0733,,23.12
ISR,28,25-34,25-29,Moslems,Arab,Moslems,241.5123,240.7108,,-1
ISR,22,16-24,20-24,Moslems,Arab,Moslems,284.7345,259.5203,288.5821,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,229.6996,190.3633,,-1
ISR,44,35-44,40-44,Moslems,Arab,Moslems,266.7445,248.7862,,35
ISR,32,25-34,30-34,Moslems,Arab,Moslems,272.1918,253.4524,,-1
ISR,35,35-44,35-39,Moslems,Arab,Moslems,251.1384,244.7411,240.2361,-1
ISR,34,25-34,30-34,Moslems,Arab,Moslems,226.3269,223.5704,,-1
ISR,21,16-24,20-24,Moslems,Arab,Moslems,209.7307,189.3265,,15.71
ISR,16,16-24,16-19,Moslems,Arab,Moslems,247.3725,241.7312,,25.56
ISR,45,45-54,45-49,Moslems,Arab,Moslems,239.7247,254.6691,312.4352,72.25
ISR,34,25-34,30-34,Moslems,Arab,Moslems,287.7409,268.4689,,34.68
ISR,56,55-65,55-59,Christians,Arab,Christians,253.5513,249.0818,,46.24
ISR,19,16-24,16-19,Not_Classified,Not_Classified,Not_Classified,255.6901,220.3182,272.5385,23.7
ISR,37,35-44,35-39,Not_Classified,Not_Classified,Not_Classified,222.1146,193.9626,,-1
ISR,40,35-44,40-44,Moslems,Arab,Moslems,261.4869,242.5634,285.4842,
ISR,39,35-44,35-39,Moslems,Arab,Moslems,190.4484,197.16,197.6657,27
ISR,41,35-44,40-44,Moslems,Arab,Moslems,251.9987,224.5072,,-1
ISR,38,35-44,35-39,Moslems,Arab,Moslems,249.7086,260.5904,246.3981,20.81
ISR,47,45-54,45-49,Moslems,Arab,Moslems,236.5444,238.7249,,-1
ISR,58,55-65,55-59,Moslems,Arab,Moslems,248.6099,263.9894,,31
ISR,22,16-24,20-24,Moslems,Arab,Moslems,242.4284,209.3116,225.4655,-1
ISR,22,16-24,20-24,Moslems,Arab,Moslems,235.8257,226.7185,238.599,52.99
ISR,17,16-24,16-19,Moslems,Arab,Moslems,291.6016,265.8106,295.8842,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,306.7939,274.8106,,-1
ISR,34,25-34,30-34,Christians,Arab,Christians,348.7841,321.3095,,46.24
ISR,57,55-65,55-59,Moslems,Arab,Moslems,296.0126,294.1393,,-1
ISR,53,45-54,50-54,Moslems,Arab,Moslems,295.2964,292.0345,,-1
ISR,51,45-54,50-54,Moslems,Arab,Moslems,293.7801,279.5102,,-1
ISR,58,55-65,55-59,Moslems,Arab,Moslems,238.6532,222.5233,,-1
ISR,31,25-34,30-34,Moslems,Arab,Moslems,275.3377,302.1866,,30
ISR,24,16-24,20-24,Moslems,Arab,Moslems,282.5869,287.6801,,25
ISR,23,16-24,20-24,Moslems,Arab,Moslems,290.439,279.6554,,-1
ISR,21,16-24,20-24,Moslems,Arab,Moslems,278.4883,265.6175,,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,218.0818,210.9231,262.7653,-1
ISR,21,16-24,20-24,Moslems,Arab,Moslems,183.5488,147.8807,209.0334,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,289.7502,254.6724,,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,265.4922,235.7861,,-1
ISR,26,25-34,25-29,Moslems,Arab,Moslems,302.1712,270.5057,,-1
ISR,20,16-24,20-24,Christians,Arab,Christians,276.1712,267.9792,277.6042,-1
ISR,51,45-54,50-54,Moslems,Arab,Moslems,154.1603,195.8298,,-1
ISR,54,45-54,50-54,Moslems,Arab,Moslems,105.9075,92.59731,,30
ISR,22,16-24,20-24,Moslems,Arab,Moslems,245.6501,250.5199,244.1433,12.5
ISR,32,25-34,30-34,Moslems,Arab,Moslems,261.5553,262.3007,,-1
ISR,21,16-24,20-24,Moslems,Arab,Moslems,264.4981,269.9695,283.6623,23
ISR,20,16-24,20-24,Moslems,Arab,Moslems,269.8827,250.0583,,21.68
ISR,20,16-24,20-24,Moslems,Arab,Moslems,236.1306,228.8163,239.8317,-1
ISR,32,25-34,30-34,Moslems,Arab,Moslems,262.1153,262.687,243.2217,23
ISR,37,35-44,35-39,Moslems,Arab,Moslems,153.8582,132.03,,-1
ISR,34,25-34,30-34,Moslems,Arab,Moslems,216.8689,212.6646,,-1
ISR,34,25-34,30-34,Moslems,Arab,Moslems,214.0672,192.796,212.4759,-1
ISR,58,55-65,55-59,Christians,Arab,Christians,173.6034,132.2914,,-1
ISR,49,45-54,45-49,Moslems,Arab,Moslems,221.7711,158.4185,,-1
ISR,54,45-54,50-54,Moslems,Arab,Moslems,219.4263,235.4413,,-1
ISR,35,35-44,35-39,Moslems,Arab,Moslems,191.397,196.0494,,-1
ISR,20,16-24,20-24,Moslems,Arab,Moslems,287.687,261.7286,,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,245.2562,226.7643,,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,242.9172,231.9677,,-1
ISR,19,16-24,16-19,Moslems,Arab,Moslems,210.5357,181.4002,,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,272.9957,258.7064,,-1
ISR,24,16-24,20-24,Moslems,Arab,Moslems,175.7477,156.6615,,-1
ISR,27,25-34,25-29,Christians,Arab,Christians,175.8931,177.4202,,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,213.9315,223.674,,16.96
ISR,38,35-44,35-39,Moslems,Arab,Moslems,247.4892,242.241,,-1
ISR,34,25-34,30-34,Moslems,Arab,Moslems,262.0173,220.058,,-1
ISR,31,25-34,30-34,Moslems,Arab,Moslems,278.2426,288.5976,,500
ISR,62,55-65,60-65,Moslems,Arab,Moslems,108.5699,87.12872,,23
ISR,61,55-65,60-65,Moslems,Arab,Moslems,212.6171,222.8837,,52.08
ISR,63,55-65,60-65,Moslems,Arab,Moslems,231.7993,226.0771,,-1
ISR,50,45-54,50-54,Moslems,Arab,Moslems,303.3571,307.0338,,19.82
ISR,17,16-24,16-19,Moslems,Arab,Moslems,220.2095,198.2542,,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,304.6124,246.4556,,-1
ISR,26,25-34,25-29,Moslems,Arab,Moslems,220.237,197.177,,23.12
ISR,19,16-24,16-19,Moslems,Arab,Moslems,236.5659,187.8027,239.349,-1
ISR,36,35-44,35-39,Moslems,Arab,Moslems,267.5723,277.4273,,
ISR,62,55-65,60-65,Moslems,Arab,Moslems,269.8653,280.4945,,-1
ISR,51,45-54,50-54,Moslems,Arab,Moslems,255.5989,264.0422,,34.68
ISR,51,45-54,50-54,Christians,Arab,Christians,235.8858,240.4084,242.1053,27.53
ISR,22,16-24,20-24,Moslems,Arab,Moslems,235.3798,208.7624,,-1
ISR,38,35-44,35-39,Moslems,Arab,Moslems,191.6686,178.514,,-1
ISR,35,35-44,35-39,Moslems,Arab,Moslems,238.9466,233.8667,,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,195.928,198.752,,-1
ISR,28,25-34,25-29,Moslems,Arab,Moslems,176.7156,190.336,,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,198.7746,190.8065,,-1
ISR,23,16-24,20-24,Moslems,Arab,Moslems,207.1962,231.3938,,-1
ISR,49,45-54,45-49,Moslems,Arab,Moslems,223.1982,217.9154,,-1
ISR,44,35-44,40-44,Moslems,Arab,Moslems,205.5558,193.8497,,-1
ISR,54,45-54,50-54,Christians,Arab,Christians,210.7641,219.1021,,-1
ISR,28,25-34,25-29,Moslems,Arab,Moslems,280.4989,228.8491,231.5381,-1
ISR,34,25-34,30-34,Moslems,Arab,Moslems,217.225,226.042,,-1
ISR,29,25-34,25-29,Moslems,Arab,Moslems,288.9974,274.604,,-1
ISR,29,25-34,25-29,Moslems,Arab,Moslems,241.2419,207.7001,,-1
ISR,52,45-54,50-54,Moslems,Arab,Moslems,245.8589,220.0289,,-1
ISR,48,45-54,45-49,Moslems,Arab,Moslems,220.9489,156.2666,,30
ISR,59,55-65,55-59,Moslems,Arab,Moslems,266.8095,279.2355,,46.24
ISR,56,55-65,55-59,Moslems,Arab,Moslems,123.8033,84.28156,,-1
ISR,50,45-54,50-54,Moslems,Arab,Moslems,205.2672,191.3271,,25
ISR,42,35-44,40-44,Moslems,Arab,Moslems,225.7396,225.203,,31.93
ISR,41,35-44,40-44,Moslems,Arab,Moslems,249.125,239.202,,-1
ISR,51,45-54,50-54,Moslems,Arab,Moslems,242.695,233.2763,,24
ISR,31,25-34,30-34,Moslems,Arab,Moslems,255.2416,274.528,,35
ISR,38,35-44,35-39,Moslems,Arab,Moslems,231.6881,250.6376,214.7969,22
ISR,22,16-24,20-24,Moslems,Arab,Moslems,299.9446,252.8846,,23
ISR,16,16-24,16-19,Moslems,Arab,Moslems,202.1731,205.2441,262.4698,-1
ISR,19,16-24,16-19,Moslems,Arab,Moslems,207.9579,193.3579,,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,241.1046,176.1679,240.2421,-1
ISR,25,25-34,25-29,Moslems,Arab,Moslems,269.5043,210.4533,,33.03
ISR,21,16-24,20-24,Moslems,Arab,Moslems,206.2098,232.8645,299.5487,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,267.2466,216.8511,,-1
ISR,40,35-44,40-44,Moslems,Arab,Moslems,257.229,240.8428,,-1
ISR,28,25-34,25-29,Moslems,Arab,Moslems,295.0743,273.4467,,-1
ISR,19,16-24,16-19,Moslems,Arab,Moslems,260.3458,201.1814,,-1
ISR,29,25-34,25-29,Moslems,Arab,Moslems,278.4911,274.0714,,34.68
ISR,18,16-24,16-19,Moslems,Arab,Moslems,301.5356,292.2807,,-1
ISR,36,35-44,35-39,Moslems,Arab,Moslems,275.5865,308.8355,,-1
ISR,34,25-34,30-34,Moslems,Arab,Moslems,255.1075,254.9283,232.9762,-1
ISR,60,55-65,60-65,Moslems,Arab,Moslems,108.7284,87.20789,,-1
ISR,24,16-24,20-24,Moslems,Arab,Moslems,162.7606,142.0246,188.3514,-1
ISR,44,35-44,40-44,Moslems,Arab,Moslems,235.3773,243.5537,224.7578,23
ISR,50,45-54,50-54,Moslems,Arab,Moslems,291.5456,261.6092,,
ISR,44,35-44,40-44,Moslems,Arab,Moslems,271.9492,275.0923,,37.5
ISR,22,16-24,20-24,Moslems,Arab,Moslems,199.8708,172.3932,,-1
ISR,21,16-24,20-24,Moslems,Arab,Moslems,104.4452,81.59796,,25
ISR,25,25-34,25-29,Moslems,Arab,Moslems,191.8479,199.5205,,-1
ISR,44,35-44,40-44,Moslems,Arab,Moslems,287.1488,277.3452,,30.83
ISR,41,35-44,40-44,Moslems,Arab,Moslems,257.308,248.2189,,-1
ISR,34,25-34,30-34,Moslems,Arab,Moslems,243.407,234.8256,,-1
ISR,54,45-54,50-54,Moslems,Arab,Moslems,119.0474,82.56268,,-1
ISR,56,55-65,55-59,Moslems,Arab,Moslems,270.4387,261.9281,,-1
ISR,51,45-54,50-54,Moslems,Arab,Moslems,286.9929,299.3903,,32
ISR,60,55-65,60-65,Moslems,Arab,Moslems,270.7312,261.8605,,35.97
ISR,35,35-44,35-39,Moslems,Arab,Moslems,242.6689,235.6132,234.5596,-1
ISR,22,16-24,20-24,Moslems,Arab,Moslems,238.8161,212.0665,210.6107,-1
ISR,27,25-34,25-29,Moslems,Arab,Moslems,291.1102,291.3639,,-1
ISR,19,16-24,16-19,Moslems,Arab,Moslems,263.9507,274.0344,,-1
ISR,24,16-24,20-24,Moslems,Arab,Moslems,251.6405,207.7943,,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,259.9499,232.4616,,-1
ISR,57,55-65,55-59,Moslems,Arab,Moslems,298.5471,292.1022,,-1
ISR,46,45-54,45-49,Moslems,Arab,Moslems,189.9748,163.6523,,-1
ISR,18,16-24,16-19,Christians,Arab,Christians,278.2838,272.799,295.2647,-1
ISR,26,25-34,25-29,Christians,Arab,Christians,225.8963,216.6767,,-1
ISR,22,16-24,20-24,Moslems,Arab,Moslems,278.2078,253.7626,285.0514,17.62
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,252.6291,283.9678,,-1
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,224.454,269.6153,226.0132,-1
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,317.2377,323.9987,360.1579,62.62
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,250.7234,230.6752,,-1
ISR,42,35-44,40-44,Not_Classified,Not_Classified,Not_Classified,114.3698,89.51856,,23
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,257.1243,245.1374,276.2515,-1
ISR,23,16-24,20-24,Jewish,Jewish,Jewish,290.7948,286.8359,296.5883,-1
ISR,37,35-44,35-39,Jewish,Jewish,Jewish,292.7262,336.8236,254.5039,87.35
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,312.4204,343.6218,335.6628,28.9
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,280.1233,262.4774,313.0067,25.69
ISR,36,35-44,35-39,Jewish,Jewish,Jewish,317.1017,310.0201,330.6393,-1
ISR,53,45-54,50-54,Jewish,Jewish,Jewish,254.6569,275.8528,180.2105,64.74
ISR,56,55-65,55-59,Jewish,Jewish,Jewish,234.2556,264.4564,,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,221.4705,192.9198,210.2649,18.7
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,288.364,298.1982,248.5415,72.67
ISR,27,25-34,25-29,Jewish,Jewish,Jewish,321.082,299.6498,302.5588,35.97
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,336.6825,378.482,344.5791,80.66
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,348.113,350.3557,339.9047,84.78
ISR,53,45-54,50-54,Jewish,Jewish,Jewish,296.1144,330.4568,335.2399,29.43
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,329.9868,332.0908,304.9601,38.54
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,292.5543,287.1167,268.245,23.12
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,219.1921,190.7526,,-1
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,313.3728,295.3709,,26.01
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,281.6624,299.5068,296.8449,-1
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,214.6422,191.8855,276.0264,20.68
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,277.6727,262.1487,286.5823,-1
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,230.4119,265.2189,263.1402,-1
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,263.1312,330.9453,270.3203,70
ISR,64,55-65,60-65,Jewish,Jewish,Jewish_Haredim,216.6233,236.9919,,-1
ISR,64,55-65,60-65,Jewish,Jewish,Jewish_Haredim,226.6399,206.4436,,-1
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,266.8924,177.0493,,27
ISR,39,35-44,35-39,Christians,Arab,Christians,241.5549,238.1789,,55.05
ISR,40,35-44,40-44,Moslems,Arab,Moslems,259.7065,268.8531,,72.67
ISR,35,35-44,35-39,Christians,Arab,Christians,236.4622,255.3363,258.2554,40.46
ISR,57,55-65,55-59,Christians,Arab,Christians,182.2496,212.7592,195.3222,-1
ISR,54,45-54,50-54,Christians,Arab,Christians,191.8316,179.1878,,-1
ISR,48,45-54,45-49,Christians,Arab,Christians,195.1493,275.2836,271.9812,49.42
ISR,18,16-24,16-19,Moslems,Arab,Moslems,194.0607,217.4425,222.3713,23
ISR,17,16-24,16-19,Christians,Arab,Christians,210.1732,200.5866,233.0229,-1
ISR,44,35-44,40-44,Moslems,Arab,Moslems,236.1082,218.5636,,32.51
ISR,39,35-44,35-39,Moslems,Arab,Moslems,100.6731,103.7543,,40.46
ISR,34,25-34,30-34,Moslems,Arab,Moslems,203.6856,188.5267,,26.01
ISR,48,45-54,45-49,Moslems,Arab,Moslems,255.3404,265.7942,,28.9
ISR,26,25-34,25-29,Moslems,Arab,Moslems,229.173,231.6615,,32.76
ISR,24,16-24,20-24,Moslems,Arab,Moslems,115.254,86.1074,,-1
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,234.1749,269.5988,251.347,23.12
