OrderID,OrderDate,Cutomer Name,Customer Country,Customer City,Product Code@ProductName@Sales Cost,Sales Quantity,Sales Price,Fee,Department ,Discount
10327,11/10/2018,Folk och f? HB,Sweden,Br?cke,11@Queso Cabrales@6.471696,50,16.8,6136,Culture and Sports,19
10327,11/10/2018,Folk och f? HB,Sweden,Br?cke,30@Nord-Ost Matjeshering@7.974054,35,20.7,9514,Finance,19
10327,11/10/2018,Folk och f? HB,Sweden,Br?cke,58@Escargots de Bourgogne@4.083332,30,10.6,8801,Agriculture and Rural Development,19
10328,14/10/2018,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,59@Raclette Courdavault@16.94968,9,44,5821,Defense,6
10328,14/10/2018,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,65@Louisiana Fiery Hot Pepper Sauce@6.471696,40,16.8,5717,Culture and Sports,15
10328,14/10/2018,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,68@Scottish Longbreads@3.8522,10,10,8499,Finance,13
10329,15/10/2018,Split Rail Beer & Ale,USA,Lander,19@Teatime Chocolate Biscuits@2.812106,10,7.3,9725,Energy,7
10329,15/10/2018,Split Rail Beer & Ale,USA,Lander,30@Nord-Ost Matjeshering@7.974054,8,20.7,10606,Energy,18
10329,15/10/2018,Split Rail Beer & Ale,USA,Lander,38@C?te de Blaye@81.204376,20,210.8,6790,Culture and Sports,18
10329,15/10/2018,Split Rail Beer & Ale,USA,Lander,56@Gnocchi di nonna Alice@11.710688,12,30.4,7221,Economy and Industry,21
10330,16/10/2018,LILA-Supermercado,Venezuela,Barquisimeto,26@Gumb?r Gummib?rchen@9.591978,50,24.9,6504,Agriculture and Rural Development,15
10330,16/10/2018,LILA-Supermercado,Venezuela,Barquisimeto,72@Mozzarella di Giovanni@10.709116,25,27.8,6444,Culture and Sports,20
10331,16/10/2018,Bon app',France,Marseille,54@Tourti?re@2.272798,15,5.9,7044,Communications,25
10332,17/10/2018,M?re Paillarde,Canada,Montr?al,18@Carnarvon Tigers@19.261,40,50,9147,Finance,22
10332,17/10/2018,M?re Paillarde,Canada,Montr?al,42@Singaporean Hokkien Fried Mee@4.314464,10,11.2,6563,Agriculture and Rural Development,5
10332,17/10/2018,M?re Paillarde,Canada,Montr?al,47@Zaanse koeken@2.927672,16,7.6,7828,Culture and Sports,13
10333,18/10/2018,Wartian Herkku,Finland,Oulu,14@Tofu@7.165092,10,18.6,6229,Finance,23
10333,18/10/2018,Wartian Herkku,Finland,Oulu,21@Sir Rodney's Scones@3.08176,10,8,11759,Defense,9
10333,18/10/2018,Wartian Herkku,Finland,Oulu,71@Flotemysost@6.625784,40,17.2,8686,Communications,13
10334,21/10/2018,Victuailles en stock,France,Lyon,52@Filo Mix@2.157232,8,5.6,12306,Energy,14
10334,21/10/2018,Victuailles en stock,France,Lyon,68@Scottish Longbreads@3.8522,10,10,6556,Finance,23
10335,22/10/2018,Hungry Owl All-Night Grocers,Ireland,Cork,2@Chang@5.855344,7,15.2,10813,Finance,24
10335,22/10/2018,Hungry Owl All-Night Grocers,Ireland,Cork,31@Gorgonzola Telino@3.8522,25,10,12469,Energy,9
10335,22/10/2018,Hungry Owl All-Night Grocers,Ireland,Cork,32@Mascarpone Fabioli@9.861632,6,25.6,9812,Finance,25
10335,22/10/2018,Hungry Owl All-Night Grocers,Ireland,Cork,51@Manjimup Dried Apples@16.333328,48,42.4,10147,Economy and Industry,18
10336,23/10/2018,Princesa Isabel Vinhos,Portugal,Lisboa,4@Chef Anton's Cajun Seasoning@6.779872,18,17.6,9385,Culture and Sports,19
10337,24/10/2018,Frankenversand,Israel,Haifa,23@Tunnbr?d@2.773584,40,7.2,5589,Energy,7
10337,24/10/2018,Frankenversand,Israel,Haifa,26@Gumb?r Gummib?rchen@9.591978,24,24.9,5077,Energy,15
10337,24/10/2018,Frankenversand,Israel,Haifa,36@Inlagd Sill@5.855344,20,15.2,9104,Finance,25
10337,24/10/2018,Frankenversand,Israel,Haifa,37@Gravad lax@8.012576,28,20.8,8872,Culture and Sports,14
10337,24/10/2018,Frankenversand,Israel,Haifa,72@Mozzarella di Giovanni@10.709116,25,27.8,8659,Finance,20
10338,25/10/2018,Old World Delicatessen,USA,Anchorage,17@Alice Mutton@12.018864,20,31.2,11847,Agriculture and Rural Development,7
10338,25/10/2018,Old World Delicatessen,USA,Anchorage,30@Nord-Ost Matjeshering@7.974054,15,20.7,6632,Culture and Sports,14
10339,28/10/2018,M?re Paillarde,Canada,Montr?al,4@Chef Anton's Cajun Seasoning@6.779872,10,17.6,10586,Finance,10
10339,28/10/2018,M?re Paillarde,Canada,Montr?al,17@Alice Mutton@12.018864,70,31.2,6014,Economy and Industry,15
10339,28/10/2018,M?re Paillarde,Canada,Montr?al,62@Tarte au sucre@15.177668,28,39.4,10804,Economy and Industry,5
10340,29/10/2018,Bon app',France,Marseille,18@Carnarvon Tigers@19.261,20,50,11181,Culture and Sports,16
10340,29/10/2018,Bon app',France,Marseille,41@Jack's New England Clam Chowder@2.966194,12,7.7,9383,Communications,5
10340,29/10/2018,Bon app',France,Marseille,43@Ipoh Coffee@14.176096,40,36.8,7784,Defense,15
10341,29/10/2018,Simons bistro,Denmark,Kobenhavn,33@Geitost@0.77044,8,2,11629,Agriculture and Rural Development,19
10341,29/10/2018,Simons bistro,Denmark,Kobenhavn,59@Raclette Courdavault@16.94968,9,44,11234,Energy,14
10342,30/10/2018,Frankenversand,Israel,Haifa,2@Chang@5.855344,24,15.2,7563,Defense,7
10342,30/10/2018,Frankenversand,Israel,Haifa,31@Gorgonzola Telino@3.8522,56,10,8494,Agriculture and Rural Development,14
10342,30/10/2018,Frankenversand,Israel,Haifa,36@Inlagd Sill@5.855344,40,15.2,10557,Finance,5
10342,30/10/2018,Frankenversand,Israel,Haifa,55@P?t? chinois@7.396224,40,19.2,5518,Communications,11
10343,31/10/2018,Lehmanns Marktstand,Israel,Beer Sheva,64@Wimmers gute Semmelkn?del@10.246852,50,26.6,12192,Energy,8
10343,31/10/2018,Lehmanns Marktstand,Israel,Beer Sheva,68@Scottish Longbreads@3.8522,4,10,12085,Finance,8
10343,31/10/2018,Lehmanns Marktstand,Israel,Beer Sheva,76@Lakkalik??ri@5.547168,15,14.4,11374,Culture and Sports,24
10344,01/11/2018,White Clover Markets,USA,Seattle,4@Chef Anton's Cajun Seasoning@6.779872,35,17.6,5195,Energy,23
10344,01/11/2018,White Clover Markets,USA,Seattle,8@Northwoods Cranberry Sauce@12.32704,70,32,9709,Finance,22
10345,04/11/2018,QUICK-Stop,Israel,Bat Yam,8@Northwoods Cranberry Sauce@12.32704,70,32,9184,Energy,25
10345,04/11/2018,QUICK-Stop,Israel,Bat Yam,19@Teatime Chocolate Biscuits@2.812106,80,7.3,8102,Agriculture and Rural Development,15
10345,04/11/2018,QUICK-Stop,Israel,Bat Yam,42@Singaporean Hokkien Fried Mee@4.314464,9,11.2,8557,Economy and Industry,23
10346,05/11/2018,Rattlesnake Canyon Grocery,USA,Albuquerque,17@Alice Mutton@12.018864,36,31.2,6636,Culture and Sports,22
10346,05/11/2018,Rattlesnake Canyon Grocery,USA,Albuquerque,56@Gnocchi di nonna Alice@11.710688,20,30.4,7994,Communications,24
10347,06/11/2018,Familia Arquibaldo,Brazil,Sao Paulo,25@NuNuCa Nu?-Nougat-Creme@4.314464,10,11.2,11401,Finance,17
10347,06/11/2018,Familia Arquibaldo,Brazil,Sao Paulo,39@Chartreuse verte@5.547168,50,14.4,10175,Defense,22
10347,06/11/2018,Familia Arquibaldo,Brazil,Sao Paulo,40@Boston Crab Meat@5.662734,4,14.7,11756,Communications,8
10347,06/11/2018,Familia Arquibaldo,Brazil,Sao Paulo,75@Rh?nbr?u Klosterbier@2.388364,6,6.2,10787,Culture and Sports,16
10348,07/11/2018,Die Wandernde Kuh,Israel,Ashdod,1@Chai@5.547168,15,14.4,6973,Culture and Sports,22
10348,07/11/2018,Die Wandernde Kuh,Israel,Ashdod,23@Tunnbr?d@2.773584,25,7.2,6636,Economy and Industry,15
10349,08/11/2018,Split Rail Beer & Ale,USA,Lander,54@Tourti?re@2.272798,24,5.9,7241,Economy and Industry,22
10350,11/11/2018,La maison d'Asie,France,Toulouse,50@Valkoinen suklaa@5.00786,15,13,12007,Culture and Sports,20
10350,11/11/2018,La maison d'Asie,France,Toulouse,69@Gudbrandsdalsost@11.094336,18,28.8,8924,Culture and Sports,9
10351,11/11/2018,Ernst Handel,Austria,Graz,38@C?te de Blaye@81.204376,20,210.8,7016,Communications,10
10351,11/11/2018,Ernst Handel,Austria,Graz,41@Jack's New England Clam Chowder@2.966194,13,7.7,11782,Economy and Industry,24
10351,11/11/2018,Ernst Handel,Austria,Graz,44@Gula Malacca@5.97091,77,15.5,7631,Defense,17
10351,11/11/2018,Ernst Handel,Austria,Graz,65@Louisiana Fiery Hot Pepper Sauce@6.471696,10,16.8,5968,Agriculture and Rural Development,25
10352,12/11/2018,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,24@Guaran? Fant?stica@1.386792,10,3.6,9079,Finance,13
10352,12/11/2018,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,54@Tourti?re@2.272798,20,5.9,10516,Defense,17
10353,13/11/2018,Piccolo und mehr,Austria,Salzburg,11@Queso Cabrales@6.471696,12,16.8,9884,Communications,13
10353,13/11/2018,Piccolo und mehr,Austria,Salzburg,38@C?te de Blaye@81.204376,50,210.8,10900,Communications,14
10354,14/11/2018,Pericles Comidas cl?sicas,Mexico,M?xico D.F.,1@Chai@5.547168,12,14.4,5862,Communications,8
10354,14/11/2018,Pericles Comidas cl?sicas,Mexico,M?xico D.F.,29@Th?ringer Rostbratwurst@38.13678,4,99,7951,Energy,23
10355,15/11/2018,Around the Horn,UK,Colchester,24@Guaran? Fant?stica@1.386792,25,3.6,10468,Energy,22
10355,15/11/2018,Around the Horn,UK,Colchester,57@Ravioli Angelo@6.009432,25,15.6,6552,Energy,10
10356,18/11/2018,Die Wandernde Kuh,Israel,Ashdod,31@Gorgonzola Telino@3.8522,30,10,11705,Energy,14
10356,18/11/2018,Die Wandernde Kuh,Israel,Ashdod,55@P?t? chinois@7.396224,12,19.2,8443,Communications,6
10356,18/11/2018,Die Wandernde Kuh,Israel,Ashdod,69@Gudbrandsdalsost@11.094336,20,28.8,8003,Communications,5
10357,19/11/2018,LILA-Supermercado,Venezuela,Barquisimeto,10@Ikura@9.553456,30,24.8,11959,Culture and Sports,6
10357,19/11/2018,LILA-Supermercado,Venezuela,Barquisimeto,26@Gumb?r Gummib?rchen@9.591978,16,24.9,11922,Economy and Industry,10
10357,19/11/2018,LILA-Supermercado,Venezuela,Barquisimeto,60@Camembert Pierrot@10.477984,8,27.2,9461,Energy,21
10358,20/11/2018,La maison d'Asie,France,Toulouse,24@Guaran? Fant?stica@1.386792,10,3.6,12250,Defense,7
10358,20/11/2018,La maison d'Asie,France,Toulouse,34@Sasquatch Ale@4.314464,10,11.2,11471,Agriculture and Rural Development,23
10358,20/11/2018,La maison d'Asie,France,Toulouse,36@Inlagd Sill@5.855344,20,15.2,5273,Economy and Industry,10
10359,21/11/2018,Seven Seas Imports,UK,London,16@Pavlova@5.354558,56,13.9,9301,Agriculture and Rural Development,10
10359,21/11/2018,Seven Seas Imports,UK,London,31@Gorgonzola Telino@3.8522,70,10,9520,Energy,11
10359,21/11/2018,Seven Seas Imports,UK,London,60@Camembert Pierrot@10.477984,80,27.2,8919,Economy and Industry,22
10360,22/11/2018,Blondesddsl p?re et fils,France,Strasbourg,28@R?ssle Sauerkraut@14.022008,30,36.4,6590,Energy,20
10360,22/11/2018,Blondesddsl p?re et fils,France,Strasbourg,29@Th?ringer Rostbratwurst@38.13678,35,99,11144,Communications,7
10360,22/11/2018,Blondesddsl p?re et fils,France,Strasbourg,38@C?te de Blaye@81.204376,10,210.8,10809,Economy and Industry,13
10360,22/11/2018,Blondesddsl p?re et fils,France,Strasbourg,49@Maxilaku@6.16352,35,16,5213,Finance,15
10360,22/11/2018,Blondesddsl p?re et fils,France,Strasbourg,54@Tourti?re@2.272798,28,5.9,12494,Economy and Industry,13
10361,22/11/2018,QUICK-Stop,Israel,Bat Yam,39@Chartreuse verte@5.547168,54,14.4,5525,Energy,11
10361,22/11/2018,QUICK-Stop,Israel,Bat Yam,60@Camembert Pierrot@10.477984,55,27.2,6673,Energy,5
10362,25/11/2018,Bon app',France,Marseille,25@NuNuCa Nu?-Nougat-Creme@4.314464,50,11.2,5111,Finance,16
10362,25/11/2018,Bon app',France,Marseille,51@Manjimup Dried Apples@16.333328,20,42.4,8067,Agriculture and Rural Development,16
10362,25/11/2018,Bon app',France,Marseille,54@Tourti?re@2.272798,24,5.9,7998,Energy,7
10363,26/11/2018,Drachenblut Delikatessen,Israel,Holon,31@Gorgonzola Telino@3.8522,20,10,8878,Finance,25
10363,26/11/2018,Drachenblut Delikatessen,Israel,Holon,75@Rh?nbr?u Klosterbier@2.388364,12,6.2,8231,Finance,15
10363,26/11/2018,Drachenblut Delikatessen,Israel,Holon,76@Lakkalik??ri@5.547168,12,14.4,11044,Communications,8
10364,26/11/2018,Eastern Connection,UK,London,69@Gudbrandsdalsost@11.094336,30,28.8,11886,Agriculture and Rural Development,10
10364,26/11/2018,Eastern Connection,UK,London,71@Flotemysost@6.625784,5,17.2,5714,Economy and Industry,16
10365,27/11/2018,Antonio Moreno Taquer?a,Mexico,M?xico D.F.,11@Queso Cabrales@6.471696,24,16.8,7385,Communications,24
10366,28/11/2018,Galer?a del gastr?nomo,Spain,Barcelona,65@Louisiana Fiery Hot Pepper Sauce@6.471696,5,16.8,8630,Culture and Sports,12
10366,28/11/2018,Galer?a del gastr?nomo,Spain,Barcelona,77@Original Frankfurter gr?ne So?e@4.006288,5,10.4,8357,Finance,7
10367,28/11/2018,Vaffeljernet,Denmark,?rhus,34@Sasquatch Ale@4.314464,36,11.2,6917,Economy and Industry,22
10367,28/11/2018,Vaffeljernet,Denmark,?rhus,54@Tourti?re@2.272798,18,5.9,7507,Agriculture and Rural Development,13
10367,28/11/2018,Vaffeljernet,Denmark,?rhus,65@Louisiana Fiery Hot Pepper Sauce@6.471696,15,16.8,10503,Defense,21
10367,28/11/2018,Vaffeljernet,Denmark,?rhus,77@Original Frankfurter gr?ne So?e@4.006288,7,10.4,7250,Culture and Sports,9
10368,29/11/2018,Ernst Handel,Austria,Graz,21@Sir Rodney's Scones@3.08176,5,8,8348,Economy and Industry,24
10368,29/11/2018,Ernst Handel,Austria,Graz,28@R?ssle Sauerkraut@14.022008,13,36.4,5423,Agriculture and Rural Development,9
10368,29/11/2018,Ernst Handel,Austria,Graz,57@Ravioli Angelo@6.009432,25,15.6,6038,Energy,25
10368,29/11/2018,Ernst Handel,Austria,Graz,64@Wimmers gute Semmelkn?del@10.246852,35,26.6,5687,Energy,17
10369,02/12/2018,Split Rail Beer & Ale,USA,Lander,29@Th?ringer Rostbratwurst@38.13678,20,99,9739,Economy and Industry,19
10369,02/12/2018,Split Rail Beer & Ale,USA,Lander,56@Gnocchi di nonna Alice@11.710688,18,30.4,7720,Energy,13
10370,03/12/2018,Chop-suey Chinese,Switzerland,Bern,1@Chai@5.547168,15,14.4,5816,Defense,19
10370,03/12/2018,Chop-suey Chinese,Switzerland,Bern,64@Wimmers gute Semmelkn?del@10.246852,30,26.6,8279,Agriculture and Rural Development,16
10370,03/12/2018,Chop-suey Chinese,Switzerland,Bern,74@Longlife Tofu@3.08176,20,8,12314,Energy,11
10371,03/12/2018,La maison d'Asie,France,Toulouse,36@Inlagd Sill@5.855344,6,15.2,6962,Agriculture and Rural Development,21
10372,04/12/2018,Queen Cozinha,Brazil,Sao Paulo,20@Sir Rodney's Marmalade@24.962256,12,64.8,5046,Defense,25
10372,04/12/2018,Queen Cozinha,Brazil,Sao Paulo,38@C?te de Blaye@81.204376,40,210.8,11307,Agriculture and Rural Development,6
10372,04/12/2018,Queen Cozinha,Brazil,Sao Paulo,60@Camembert Pierrot@10.477984,70,27.2,5696,Finance,7
10372,04/12/2018,Queen Cozinha,Brazil,Sao Paulo,72@Mozzarella di Giovanni@10.709116,42,27.8,5736,Energy,21
10373,05/12/2018,Hungry Owl All-Night Grocers,Ireland,Cork,58@Escargots de Bourgogne@4.083332,80,10.6,6191,Defense,7
10373,05/12/2018,Hungry Owl All-Night Grocers,Ireland,Cork,71@Flotemysost@6.625784,50,17.2,5999,Economy and Industry,9
10374,05/12/2018,Wolski  Zajazd,Poland,Warszawa,31@Gorgonzola Telino@3.8522,30,10,7523,Energy,20
10374,05/12/2018,Wolski  Zajazd,Poland,Warszawa,58@Escargots de Bourgogne@4.083332,15,10.6,7665,Culture and Sports,11
10375,06/12/2018,Hungry Coyote Import Store,USA,Elgin,14@Tofu@7.165092,15,18.6,10738,Communications,14
10375,06/12/2018,Hungry Coyote Import Store,USA,Elgin,54@Tourti?re@2.272798,10,5.9,11381,Finance,16
10376,09/12/2018,M?re Paillarde,Canada,Montr?al,31@Gorgonzola Telino@3.8522,42,10,5524,Finance,8
10377,09/12/2018,Seven Seas Imports,UK,London,28@R?ssle Sauerkraut@14.022008,20,36.4,8750,Communications,6
10377,09/12/2018,Seven Seas Imports,UK,London,39@Chartreuse verte@5.547168,20,14.4,11123,Defense,5
10378,10/12/2018,Folk och f? HB,Sweden,Br?cke,71@Flotemysost@6.625784,6,17.2,6705,Economy and Industry,12
10379,11/12/2018,Que Del?cia,Brazil,Rio de Janeiro,41@Jack's New England Clam Chowder@2.966194,8,7.7,7740,Culture and Sports,9
10379,11/12/2018,Que Del?cia,Brazil,Rio de Janeiro,63@Vegie-spread@13.521222,16,35.1,8706,Energy,12
10379,11/12/2018,Que Del?cia,Brazil,Rio de Janeiro,65@Louisiana Fiery Hot Pepper Sauce@6.471696,20,16.8,6510,Defense,14
10380,12/12/2018,Hungry Owl All-Night Grocers,Ireland,Cork,30@Nord-Ost Matjeshering@7.974054,18,20.7,11506,Energy,17
10380,12/12/2018,Hungry Owl All-Night Grocers,Ireland,Cork,53@Perth Pasties@10.092764,20,26.2,5093,Energy,20
10380,12/12/2018,Hungry Owl All-Night Grocers,Ireland,Cork,60@Camembert Pierrot@10.477984,6,27.2,6544,Communications,15
10380,12/12/2018,Hungry Owl All-Night Grocers,Ireland,Cork,70@Outback Lager@4.62264,30,12,7103,Defense,8
10381,12/12/2018,LILA-Supermercado,Venezuela,Barquisimeto,74@Longlife Tofu@3.08176,14,8,12227,Agriculture and Rural Development,9
10382,13/12/2018,Ernst Handel,Austria,Graz,5@Chef Anton's Gumbo Mix@6.54874,32,17,5528,Energy,14
10382,13/12/2018,Ernst Handel,Austria,Graz,18@Carnarvon Tigers@19.261,9,50,5485,Communications,7
10382,13/12/2018,Ernst Handel,Austria,Graz,29@Th?ringer Rostbratwurst@38.13678,14,99,8896,Energy,10
10382,13/12/2018,Ernst Handel,Austria,Graz,33@Geitost@0.77044,60,2,8526,Culture and Sports,24
10382,13/12/2018,Ernst Handel,Austria,Graz,74@Longlife Tofu@3.08176,50,8,7733,Defense,24
10383,16/12/2018,Around the Horn,UK,Colchester,13@Konbu@1.849056,20,4.8,6352,Energy,19
10383,16/12/2018,Around the Horn,UK,Colchester,50@Valkoinen suklaa@5.00786,15,13,12016,Energy,19
10383,16/12/2018,Around the Horn,UK,Colchester,56@Gnocchi di nonna Alice@11.710688,20,30.4,11705,Defense,12
10384,16/12/2018,Berglunds snabbk?p,Sweden,Lule?,20@Sir Rodney's Marmalade@24.962256,28,64.8,7127,Culture and Sports,19
10384,16/12/2018,Berglunds snabbk?p,Sweden,Lule?,60@Camembert Pierrot@10.477984,15,27.2,7430,Agriculture and Rural Development,8
10385,17/12/2018,Split Rail Beer & Ale,USA,Lander,7@Uncle Bob's Organic Dried Pears@9.24528,10,24,11492,Agriculture and Rural Development,17
10385,17/12/2018,Split Rail Beer & Ale,USA,Lander,60@Camembert Pierrot@10.477984,20,27.2,10561,Communications,6
10385,17/12/2018,Split Rail Beer & Ale,USA,Lander,68@Scottish Longbreads@3.8522,8,10,10173,Energy,13
10386,18/12/2018,Familia Arquibaldo,Brazil,Sao Paulo,24@Guaran? Fant?stica@1.386792,15,3.6,5843,Agriculture and Rural Development,18
10386,18/12/2018,Familia Arquibaldo,Brazil,Sao Paulo,34@Sasquatch Ale@4.314464,10,11.2,7408,Defense,7
10387,18/12/2018,Sant? Gourmet,Norway,Stavern,24@Guaran? Fant?stica@1.386792,15,3.6,8665,Communications,8
10387,18/12/2018,Sant? Gourmet,Norway,Stavern,28@R?ssle Sauerkraut@14.022008,6,36.4,12363,Finance,8
10387,18/12/2018,Sant? Gourmet,Norway,Stavern,59@Raclette Courdavault@16.94968,12,44,8008,Culture and Sports,6
10387,18/12/2018,Sant? Gourmet,Norway,Stavern,71@Flotemysost@6.625784,15,17.2,8340,Agriculture and Rural Development,25
10388,19/12/2018,Seven Seas Imports,UK,London,45@Rogede sild@2.927672,15,7.6,11778,Finance,9
10388,19/12/2018,Seven Seas Imports,UK,London,52@Filo Mix@2.157232,20,5.6,5361,Economy and Industry,21
10388,19/12/2018,Seven Seas Imports,UK,London,53@Perth Pasties@10.092764,40,26.2,11796,Agriculture and Rural Development,17
10389,20/12/2018,Bottom-Dollar Markets,Canada,Tsawassen,10@Ikura@9.553456,16,24.8,5146,Economy and Industry,9
10389,20/12/2018,Bottom-Dollar Markets,Canada,Tsawassen,55@P?t? chinois@7.396224,15,19.2,9168,Defense,20
10389,20/12/2018,Bottom-Dollar Markets,Canada,Tsawassen,62@Tarte au sucre@15.177668,20,39.4,7997,Finance,13
10389,20/12/2018,Bottom-Dollar Markets,Canada,Tsawassen,70@Outback Lager@4.62264,30,12,7065,Communications,25
10390,23/12/2018,Ernst Handel,Austria,Graz,31@Gorgonzola Telino@3.8522,60,10,12435,Economy and Industry,24
10390,23/12/2018,Ernst Handel,Austria,Graz,35@Steeleye Stout@5.547168,40,14.4,9437,Agriculture and Rural Development,13
10390,23/12/2018,Ernst Handel,Austria,Graz,46@Spegesild@3.698112,45,9.6,7526,Defense,18
10390,23/12/2018,Ernst Handel,Austria,Graz,72@Mozzarella di Giovanni@10.709116,24,27.8,10371,Culture and Sports,23
10391,23/12/2018,Drachenblut Delikatessen,Israel,Holon,13@Konbu@1.849056,18,4.8,6710,Culture and Sports,18
10392,24/12/2018,Piccolo und mehr,Austria,Salzburg,69@Gudbrandsdalsost@11.094336,50,28.8,10165,Agriculture and Rural Development,11
10393,25/12/2018,Save-a-lot Markets,USA,Boise,2@Chang@5.855344,25,15.2,6527,Defense,10
10393,25/12/2018,Save-a-lot Markets,USA,Boise,14@Tofu@7.165092,42,18.6,11569,Communications,13
10393,25/12/2018,Save-a-lot Markets,USA,Boise,25@NuNuCa Nu?-Nougat-Creme@4.314464,7,11.2,5594,Defense,10
10393,25/12/2018,Save-a-lot Markets,USA,Boise,26@Gumb?r Gummib?rchen@9.591978,70,24.9,12408,Economy and Industry,22
10393,25/12/2018,Save-a-lot Markets,USA,Boise,31@Gorgonzola Telino@3.8522,32,10,9020,Communications,12
10394,25/12/2018,Hungry Coyote Import Store,USA,Elgin,13@Konbu@1.849056,10,4.8,7620,Finance,24
10394,25/12/2018,Hungry Coyote Import Store,USA,Elgin,62@Tarte au sucre@15.177668,10,39.4,11033,Economy and Industry,24
10395,26/12/2018,HILARION-Abastos,Venezuela,San Crist?bal,46@Spegesild@3.698112,28,9.6,8230,Culture and Sports,8
10395,26/12/2018,HILARION-Abastos,Venezuela,San Crist?bal,53@Perth Pasties@10.092764,70,26.2,11517,Defense,10
10395,26/12/2018,HILARION-Abastos,Venezuela,San Crist?bal,69@Gudbrandsdalsost@11.094336,8,28.8,11695,Communications,20
10396,27/12/2018,Frankenversand,Israel,Haifa,23@Tunnbr?d@2.773584,40,7.2,12364,Agriculture and Rural Development,24
10396,27/12/2018,Frankenversand,Israel,Haifa,71@Flotemysost@6.625784,60,17.2,5643,Finance,15
10396,27/12/2018,Frankenversand,Israel,Haifa,72@Mozzarella di Giovanni@10.709116,21,27.8,12479,Economy and Industry,8
10397,27/12/2018,Princesa Isabel Vinhos,Portugal,Lisboa,21@Sir Rodney's Scones@3.08176,10,8,7176,Energy,13
10397,27/12/2018,Princesa Isabel Vinhos,Portugal,Lisboa,51@Manjimup Dried Apples@16.333328,18,42.4,5760,Communications,5
